공정단계,공정명,배치번호,웨이퍼위치,검사순번,결함유형,불량여부,가로길이,세로길이,검출면적,직경크기,신호강도,신호극성,에너지값,기준편차,명도수준,잡음정도,중심거리,방향각도,정렬정도,점형지수,영역잡음,상대강도,활성지수,패치신호,wafer_x,wafer_y
KB425000,CBCMP,F02WD.1,14,1592,21,REAL,0.149,0.099,0.0017,0.149,222,-1,1230,105,927,135,27893,140,1.0,6.077,32.789,200,1.0,47,-21367.27765191765,17929.274796986647
KB425000,CBCMP,F02WD.1,14,1728,21,REAL,0.298,0.347,0.0053,0.347,206,1,1250,138,792,130,70805,37,1.0,4.8591,40.5301,197,1.0,88,56547.38728889857,42611.512714280776
KB425000,CBCMP,F02WD.1,14,1960,21,REAL,0.198,0.248,0.0035,0.248,282,-1,1624,204,741,126,127371,92,1.0,7.2211,36.3905,263,1.0,127,-4445.183794494249,127293.40902824924
KB425000,CBCMP,F02WD.JB,8,5,21,REAL,0.099,0.049,0.0015,0.099,311,1,963,196,1739,193,51945,272,1.0,8.5214,35.4027,302,1.0,187,1812.8543562114291,-51913.35650950693
KB425000,CBCMP,F02WD.JB,8,6,99,REAL,0.049,0.099,0.0011,0.099,210,1,778,124,989,134,92440,325,1.0,7.8115,25.8193,201,0.5313,78,75722.41497407437,-53021.40577629074
KB425000,CBCMP,F02WD.JB,8,16,99,REAL,0.149,0.149,0.0046,0.149,624,1,2046,474,1956,157,143042,203,0.9973,2.098,238.3124,500,1.0,-662,-131670.85524754398,-55890.96208136267
KB425000,CBCMP,F02WD.JB,8,23,99,REAL,0.397,0.447,0.0191,0.447,1783,1,1725,1660,2840,104,124521,214,0.9835,9.9163,171.0048,1696,1.0,1540,-103232.58757212636,-69631.25953308085
KB425000,CBCMP,F02WD.JB,8,29,21,REAL,0.248,0.149,0.0059,0.248,515,-1,2974,263,891,460,121447,270,1.0,3.9027,117.9455,461,1.0,-70,-2.230945197240729e-11,-121447.0
KB425000,CBCMP,F02WD.JB,8,31,99,REAL,0.198,0.198,0.0052,0.198,417,1,1271,371,2419,132,6186,212,0.8989,9.5155,50.4091,480,0.3184,373,-5246.025522823652,-3278.080568546605
KB425000,CBCMP,F02WD.JB,8,32,21,REAL,0.149,0.099,0.0022,0.149,253,-1,1523,124,885,179,354,38,1.0,5.3232,41.0085,219,1.0,49,278.9558067767796,217.94416226528304
KB425000,CBCMP,F02WD.JB,8,34,99,REAL,0.049,0.049,0.0009,0.049,214,-1,496,132,815,123,82310,13,1.0,6.9461,24.5459,171,0.0313,96,80200.40003247271,18515.721283043527
KB425000,CBCMP,F02WD.JB,8,35,21,REAL,0.049,0.099,0.0018,0.099,330,1,906,190,1606,219,75288,18,1.0,7.1259,42.3841,303,1.0,135,71603.14299882951,23265.27147250104
KB425000,CBCMP,F02WD.JB,8,36,99,REAL,0.049,0.049,0.0006,0.049,162,-1,322,134,945,80,45718,147,1.0,7.4964,22.5178,168,0.4844,85,-38342.34102532889,24899.80740281702
KB425000,CBCMP,F02WD.JB,8,37,99,REAL,0.049,0.049,0.0005,0.049,199,-1,648,124,938,117,70498,159,1.0,7.7704,26.3835,205,0.3672,104,-65815.55290719973,25264.223707044574
KB425000,CBCMP,F02WD.JB,8,38,99,REAL,0.149,0.894,0.0222,0.894,368,1,731,230,1467,182,128435,10,0.9999,3.6054,106.7467,385,1.0,141,126483.78375812294,22302.503698652195
KB425000,CBCMP,F02WD.JB,8,39,99,REAL,0.099,0.099,0.0021,0.099,333,1,1541,410,1874,266,146377,9,0.9613,1.9803,165.6428,329,0.2246,-21,144574.85623129449,22898.407689193875
KB425000,CBCMP,F02WD.JB,8,44,21,REAL,0.397,0.198,0.0056,0.397,431,-1,2569,368,724,115,78729,33,1.0,8.1215,51.3823,418,0.7207,335,66027.69514377529,42878.88658769807
KB425000,CBCMP,F02WD.JB,8,49,99,REAL,0.049,0.049,0.0007,0.049,193,-1,576,121,786,126,120649,56,0.9482,6.8817,27.9527,193,0.25,20,67466.06461084214,100022.55409119323
KB425000,CBCMP,F02WD.JB,8,51,99,REAL,0.347,0.546,0.0296,0.546,1570,1,4870,1512,2831,140,137953,112,0.9637,6.7873,219.9607,1493,0.5635,1398,-51678.103381505316,127907.79428905202
KB425000,CBCMP,F02WD.JB,8,53,99,REAL,0.049,0.049,0.0007,0.049,158,-1,945,106,797,136,49889,189,0.9936,6.206,26.7271,165,0.7813,76,-49274.783623950825,-7804.3590263920705
KB425000,CBCMP,F02WD.JB,8,55,99,REAL,0.049,0.099,0.0003,0.099,271,-1,317,226,647,111,32454,202,0.9959,19.1952,14.3193,274,0.9063,244,-30090.82481611052,-12157.482382720009
KB425000,CBCMP,F02WD.JB,8,64,21,REAL,0.099,0.099,0.0014,0.099,205,-1,1065,133,797,130,87390,319,0.9898,7.604,26.4068,201,0.8359,54,65954.07021566803,-57332.99854348044
KB425000,CBCMP,F02WD.JB,8,75,21,REAL,0.149,0.198,0.0031,0.198,341,-1,1741,231,750,130,136794,304,1.0,9.8812,30.1465,298,1.0,236,76494.23403737736,-113407.36570009436
KB425000,CBCMP,F02WD.JB,8,87,21,REAL,0.198,0.149,0.0025,0.198,338,-1,1839,244,798,137,138508,304,1.0,10.7399,29.5603,318,1.0,275,77452.69067392623,-114828.3360994537
KB425000,CBCMP,F02WD.JB,8,105,21,REAL,0.099,0.049,0.0011,0.099,194,-1,1015,105,793,184,3345,157,1.0,7.3078,21.7993,160,1.0,59,-3079.088734798413,1306.9956247966209
KB425000,CBCMP,F02WD.JB,8,114,21,REAL,0.099,0.099,0.0024,0.099,360,-1,2063,165,742,279,129468,139,1.0,3.4728,95.0488,331,0.8418,-250,-97710.73993228185,84938.650365343
KB425000,CBCMP,F02WD.JB,9,1,21,REAL,0.099,0.099,0.0013,0.099,204,-1,1309,139,971,127,66980,189,0.9899,9.3321,22.4903,209,1.0,133,-66155.36505306233,-10477.980468394655
KB425000,CBCMP,F02WD.JB,9,3,21,REAL,0.497,0.298,0.012,0.497,251,1,1574,201,964,172,107048,196,1.0,4.2854,72.7183,312,1.0,155,-102901.14202680516,-29506.427665498108
KB425000,CBCMP,F02WD.JB,9,5,99,REAL,0.646,0.944,0.0647,0.944,2124,1,7810,2037,2683,169,57897,323,1.0,4.6373,411.4248,1908,0.3457,1882,46238.60012520811,-34843.28439543414
KB425000,CBCMP,F02WD.JB,9,7,21,REAL,0.149,0.149,0.0017,0.149,234,-1,1350,133,922,133,49228,276,1.0,6.3705,29.707,189,1.0,74,5145.7271897400215,-48958.32386518936
KB425000,CBCMP,F02WD.JB,9,13,21,REAL,0.347,0.248,0.007,0.347,295,-1,1407,207,1001,272,65365,231,1.0,0.9713,459.071,445,0.75,41,-41135.52736097265,-50798.14577063488
KB425000,CBCMP,F02WD.JB,9,29,99,REAL,0.099,0.198,0.0037,0.198,331,1,660,218,1629,311,92785,325,0.7908,4.6274,78.3131,362,1.0,155,76005.02242935408,-53219.28964683185
KB425000,CBCMP,F02WD.JB,9,1544,99,REAL,9.643,0.695,1.0698,9.643,2401,1,166,157,534,157,103615,329,0.8182,2.2857,722.4528,1652,0.3438,-26,88815.38986224934,-53365.670131805295
KB425000,CBCMP,F02WD.JB,9,2355,56,REAL,0.049,0.049,0.0005,0.049,115,1,398,28,921,173,95345,324,1.0,4.4887,21.5785,97,1.0,25,77135.72532867936,-56042.38487982587
KB425000,CBCMP,F02WD.JB,9,3898,99,REAL,0.298,0.298,0.018,0.298,188,1,183,133,712,131,89561,320,1.0,2.1918,435.1927,999,0.1611,-118,68607.70637017877,-57568.70111113617
KB425000,CBCMP,F02WD.JB,9,5145,99,REAL,0.497,0.248,0.0266,0.497,1743,1,240,83,680,197,89599,319,0.9633,2.637,447.7094,1181,0.6064,-20,67621.22367838013,-58782.23293852047
KB425000,CBCMP,F02WD.JB,9,5153,99,REAL,0.049,0.049,0.0006,0.049,161,-1,321,123,805,115,101370,315,0.9938,7.0416,23.8253,167,0.2656,82,71679.4144088803,-71679.41440888034
KB425000,CBCMP,F02WD.JB,9,5155,99,REAL,0.049,0.049,0.0,0.049,20,1,33,14,989,44,74260,258,1.0,2.1933,17.6393,38,0.0439,-19,-15439.522160126842,-72637.2408304924
KB425000,CBCMP,F02WD.JB,9,5156,99,REAL,0.049,0.099,0.001,0.099,191,-1,556,134,862,80,126594,218,1.0,6.5305,25.5876,168,0.2822,76,-99757.43334208937,-77939.04880737637
KB425000,CBCMP,F02WD.JB,9,5157,99,REAL,0.099,0.298,0.003,0.298,378,1,610,185,1904,180,99876,264,0.9443,6.7633,51.3485,348,1.0,184,-10439.884797320146,-99328.86882180168
KB425000,CBCMP,F02WD.JB,9,5173,99,REAL,0.049,0.049,0.0008,0.049,178,-1,556,134,775,82,116474,280,1.0,8.2352,21.9881,181,0.4023,73,20225.497845578,-114704.49822434393
KB425000,CBCMP,F02WD.JB,9,5176,21,REAL,0.099,0.099,0.0018,0.099,281,1,937,213,1542,180,31508,188,0.9313,7.4065,39.1093,290,1.0,173,-31201.366309909394,-4385.066065049745
KB425000,CBCMP,F02WD.JB,9,5177,99,REAL,0.049,0.149,0.0011,0.149,172,1,545,103,1265,54,39523,357,1.0,3.7695,27.0022,124,0.0234,34,39468.83510210502,-2068.4739985898905
KB425000,CBCMP,F02WD.JB,9,5179,99,REAL,0.298,0.447,0.0132,0.447,468,1,1101,247,1446,179,1998,23,1.0,4.7652,62.921,300,1.0,152,1839.168697197976,780.680794721569
KB425000,CBCMP,F02WD.JB,9,5180,21,REAL,0.347,0.198,0.0034,0.347,241,1,1388,175,937,107,36268,1,1.0,5.727,37.2491,214,1.0,70,36262.476207932,632.9638766673984
KB425000,CBCMP,F02WD.JB,9,5181,21,REAL,0.049,0.099,0.001,0.099,252,1,517,202,1738,189,31916,43,0.9524,7.9898,35.5654,284,1.0,192,23341.884740877445,21766.659659754703
KB425000,CBCMP,F02WD.JB,9,5185,99,REAL,0.049,0.099,0.0014,0.099,281,1,1012,193,1756,184,50063,48,0.9146,8.5183,33.779,287,1.0,178,33498.68554614352,37204.059397874786
KB425000,CBCMP,F02WD.JB,9,5186,21,REAL,0.298,0.497,0.0032,0.497,175,1,1006,111,993,115,49292,125,0.9882,6.8985,23.3494,162,1.0,111,-28272.729700615768,40377.642567092975
KB425000,CBCMP,F02WD.JB,9,5187,99,REAL,0.099,0.099,0.002,0.099,406,1,717,230,1573,207,76213,35,1.0,8.2851,41.3031,343,1.0,188,62430.03475139693,43713.98094362227
KB425000,CBCMP,F02WD.JB,9,5190,99,REAL,0.049,0.099,0.0016,0.099,369,1,677,195,1661,211,66174,82,0.9756,7.676,42.101,324,1.0,125,9209.640782931372,65529.99918090468
KB425000,CBCMP,F02WD.JB,9,5191,21,REAL,0.049,0.149,0.0015,0.149,332,1,750,205,1612,239,72041,65,1.0,9.3766,35.9063,336,1.0,187,30445.84219406173,65291.319285907295
KB425000,CBCMP,F02WD.JB,9,5194,99,REAL,0.248,0.099,0.0007,0.248,165,1,741,118,1104,91,103305,103,0.9023,12.333,13.1347,162,0.5,130,-23238.568668992975,100657.29954263872
KB425000,CBCMP,F02WD.JB,9,5197,21,REAL,0.049,0.099,0.0021,0.099,178,-1,998,122,842,117,133279,69,1.0,9.9755,19.4222,194,1.0,117,47762.92194744809,124426.66566312056
KB425000,CBCMP,F02WD.JB,9,5201,21,REAL,0.099,0.099,0.0013,0.099,201,-1,1228,118,775,126,85445,187,0.9484,7.4441,24.6372,183,0.8438,95,-84808.10592699276,-10413.126047252812
KB425000,CBCMP,F02WD.JB,9,5210,21,REAL,0.099,0.099,0.0012,0.099,181,-1,1033,107,829,120,57796,194,1.0,7.8127,22.6946,178,1.0,84,-56079.21179584749,-13982.117878078383
KB425000,CBCMP,F02WD.JB,9,5213,21,REAL,0.347,0.347,0.0096,0.347,443,-1,2404,274,761,247,107048,196,1.0,4.672,79.3252,371,1.0,93,-102901.14202680516,-29506.427665498108
KB425000,CBCMP,F02WD.JB,9,5215,21,REAL,0.149,0.198,0.0037,0.198,237,-1,1342,176,836,129,35365,300,1.0,8.1001,29.9677,242,1.0,169,17682.500000000004,-30626.98840483667
KB425000,CBCMP,F02WD.JB,9,5216,99,REAL,0.099,0.049,0.0016,0.099,200,-1,892,103,824,160,30408,270,0.9998,7.6194,25.3061,193,0.9688,43,-5.585858980270907e-12,-30408.0
KB425000,CBCMP,F02WD.JB,9,5228,21,REAL,0.049,0.049,0.0021,0.049,476,-1,2448,122,795,379,98069,325,1.0,5.54,61.806,343,1.0,75,80333.42183137711,-56250.06753651078
KB425000,CBCMP,F02WD.JB,9,5246,99,REAL,0.646,0.149,0.0521,0.646,215,1,280,125,627,221,106742,326,1.0,2.8574,438.5334,1254,0.2656,202,88493.12856967028,-59689.36890227443
KB425000,CBCMP,F02WD.JB,9,5385,21,REAL,0.198,0.198,0.0021,0.198,230,-1,1220,165,746,130,140279,259,1.0,7.4698,30.9089,230,1.0,94,-26766.4950624263,-137701.67966685485
KB425000,CBCMP,F02WD.JB,9,5397,99,REAL,0.198,0.497,0.0033,0.497,138,-1,737,82,629,116,44504,58,1.0,4.6914,27.8543,131,0.5,26,23583.52693543455,37741.532471345585
KB425000,CBCMP,F02WD.JB,9,5398,21,REAL,0.198,0.149,0.0021,0.198,236,-1,1531,181,805,121,114043,20,1.0,8.8765,27.7773,246,1.0,187,107165.36555228736,39005.003205289235
KB425000,CBCMP,F02WX.1,13,1,21,REAL,0.149,0.149,0.0024,0.149,267,-1,1445,205,970,148,56072,344,1.0,9.0961,29.2245,266,1.0,175,53899.865814653414,-15455.537815370764
KB425000,CBCMP,F02WX.1,13,2,99,REAL,0.149,0.149,0.0058,0.149,546,1,1019,419,1868,197,145044,354,0.9585,7.0872,95.0102,674,0.5938,456,144249.43379179583,-15161.226426193522
KB425000,CBCMP,F02WX.1,13,3,21,REAL,0.049,0.049,0.001,0.049,260,1,1091,181,1752,211,40781,314,1.0,8.3285,36.1612,302,1.0,122,28328.863005688367,-29335.39639761053
KB425000,CBCMP,F02WX.1,13,4,21,REAL,0.099,0.099,0.0024,0.099,319,1,1001,219,1701,173,46222,219,0.9325,8.0786,38.4173,311,1.0,177,-35921.240630464104,-29088.447115105595
KB425000,CBCMP,F02WX.1,13,7,99,REAL,0.099,0.745,0.0184,0.745,514,1,1196,226,2655,141,145137,327,0.5811,2.995,166.3042,499,0.7852,123,121722.13021989501,-79047.27562497597
KB425000,CBCMP,F02WX.1,13,9,21,REAL,0.149,0.149,0.0015,0.149,249,1,1760,200,905,402,140308,327,1.0,3.5484,82.9818,294,1.0,-24,117672.19004728655,-76417.21372488841
KB425000,CBCMP,F02WX.1,13,10,99,REAL,0.099,0.099,0.0013,0.099,333,1,719,182,1242,283,92714,275,1.0,7.5815,44.7233,339,1.0,100,8080.557533106354,-92361.19523887809
KB425000,CBCMP,F02WX.1,13,12,21,REAL,0.099,0.049,0.0015,0.099,344,1,845,183,1409,267,108725,293,1.0,8.4524,39.4103,333,1.0,182,42482.24194499626,-100081.89019161659
KB425000,CBCMP,F02WX.1,13,13,21,REAL,0.049,0.099,0.002,0.099,360,1,595,187,1300,282,104865,288,1.0,5.9947,54.1317,325,1.0,69,32405.06711512884,-99732.54158129128
KB425000,CBCMP,F02WX.1,13,14,21,REAL,0.099,0.099,0.0025,0.099,391,1,1134,227,1269,168,100163,276,0.9973,7.7029,47.3271,365,1.0,234,10469.884466277927,-99614.29660577237
KB425000,CBCMP,F02WX.1,13,15,21,REAL,0.198,0.248,0.0063,0.248,283,1,1630,177,882,173,94682,253,1.0,5.4967,52.498,288,1.0,88,-27682.337746558194,-90544.8469040921
KB425000,CBCMP,F02WX.1,13,16,99,REAL,1.54,0.447,0.0954,1.54,1762,-1,3630,1602,661,258,137359,305,0.6769,4.1762,394.0887,1646,0.3877,1622,78785.88572074333,-112517.90565149163
KB425000,CBCMP,F02WX.1,13,20,21,REAL,0.248,0.745,0.0139,0.745,460,1,211,201,1530,165,132772,299,1.0,3.9533,85.9453,340,1.0,170,64369.14289934669,-116125.00775631184
KB425000,CBCMP,F02WX.1,13,21,21,REAL,0.049,0.099,0.0009,0.099,202,-1,956,128,889,131,124779,253,1.0,8.9136,21.3719,191,1.0,71,-36481.848943598416,-119326.75114431158
KB425000,CBCMP,F02WX.1,13,24,21,REAL,0.944,0.944,0.0445,0.944,640,-1,3817,556,1157,128,4534,203,1.0,3.8044,144.1344,549,1.0,571,-4173.569005553365,-1771.5749365703662
KB425000,CBCMP,F02WX.1,13,25,21,REAL,0.745,0.695,0.0437,0.745,1221,-1,7079,1176,525,96,4539,203,1.0,5.1073,220.6272,1127,1.0,1117,-4178.171529820627,-1773.5285922128126
KB425000,CBCMP,F02WX.1,13,27,21,REAL,0.099,0.298,0.0081,0.298,638,1,1493,226,1305,412,1989,22,0.9825,4.0895,116.1127,475,1.0,113,1844.16868673334,745.092514304249
KB425000,CBCMP,F02WX.1,13,28,21,REAL,0.149,0.149,0.0032,0.149,364,1,1147,259,1539,221,25092,173,0.9268,7.2982,51.8713,378,1.0,204,-24904.96803698405,3057.945564721962
KB425000,CBCMP,F02WX.1,13,29,99,REAL,0.049,0.049,0.0007,0.049,186,-1,511,123,746,175,112842,2,0.9946,8.1735,22.2466,182,0.6875,131,112773.25970248881,3938.1290069036145
KB425000,CBCMP,F02WX.1,13,30,21,REAL,0.695,0.695,0.0405,0.695,967,-1,5135,876,676,183,17124,67,1.0,4.6467,187.0129,870,0.7813,806,6690.879844250323,15762.725110519588
KB425000,CBCMP,F02WX.1,13,31,21,REAL,0.795,0.646,0.0419,0.795,939,-1,4884,858,822,178,17121,67,1.0,4.8628,180.4471,878,0.8125,823,6689.707650864855,15759.963595959232
KB425000,CBCMP,F02WX.1,13,32,21,REAL,0.049,0.099,0.0013,0.099,263,1,958,189,1762,187,46513,151,0.9364,7.373,39.9123,346,1.0,137,-40681.186438174715,22549.94986651788
KB425000,CBCMP,F02WX.1,13,33,21,REAL,0.099,0.099,0.0027,0.099,451,1,538,214,1440,260,45971,31,1.0,7.0562,57.4204,406,1.0,230,39404.837980576805,23676.8153416901
KB425000,CBCMP,F02WX.1,13,34,21,REAL,0.049,0.049,0.0012,0.049,301,1,871,195,1669,206,30492,51,0.8504,7.2958,43.9553,320,1.0,162,19189.237363891643,23696.734656745957
KB425000,CBCMP,F02WX.1,13,35,21,REAL,0.099,0.099,0.003,0.099,285,1,410,211,1658,295,71059,160,0.97,5.903,63.0112,372,1.0,130,-66773.61794042586,24303.609364578704
KB425000,CBCMP,F02WX.1,13,36,21,REAL,0.447,0.497,0.0333,0.497,449,1,2694,336,1030,210,56735,134,1.0,4.8537,93.2471,453,1.0,185,-39411.442647991214,40811.74357221337
KB425000,CBCMP,F02WX.1,13,37,21,REAL,0.347,0.347,0.0142,0.347,313,1,1783,200,978,210,56735,134,1.0,4.6307,68.443,317,1.0,-82,-39411.442647991214,40811.74357221337
KB425000,CBCMP,F02WX.1,13,39,21,REAL,0.298,0.198,0.0055,0.298,317,1,1905,159,990,264,74090,122,1.0,3.9145,83.8612,328,1.0,122,-39261.718287038144,62831.88344422961
KB425000,CBCMP,F02WX.1,13,41,21,REAL,0.049,0.099,0.0004,0.099,77,1,368,27,989,99,95022,44,1.0,6.7256,10.577,72,1.0,39,68353.10650777932,66007.82767775483
KB425000,CBCMP,F02WX.1,13,42,21,REAL,0.149,0.099,0.0005,0.149,88,1,463,42,1068,89,108172,51,0.9885,7.916,10.96,87,1.0,57,68074.84534064302,84065.43294272346
KB425000,CBCMP,F02WX.1,13,44,21,REAL,0.099,0.099,0.0024,0.099,362,1,1119,211,1551,247,91123,71,1.0,8.5955,43.3892,373,1.0,218,29666.746938599495,86158.48916433654
KB425000,CBCMP,F02WX.1,13,45,21,REAL,0.099,0.099,0.0021,0.099,329,1,904,188,1353,287,93420,111,1.0,7.2533,44.8006,325,1.0,158,-33478.73384652195,87215.08344336858
KB425000,CBCMP,F02WX.1,13,46,21,REAL,0.099,0.099,0.0026,0.099,343,1,762,221,1278,230,96043,65,0.9923,5.8457,54.4888,319,1.0,182,40589.525712361996,87044.51879036098
KB425000,CBCMP,F02WX.1,13,48,56,REAL,0.099,0.099,0.0005,0.099,98,1,553,47,996,101,104330,99,1.0,7.822,12.5543,98,1.0,63,-16320.807737647281,103045.52457429073
KB425000,CBCMP,F02WX.1,13,49,21,REAL,0.298,0.347,0.0059,0.347,240,1,1523,187,1114,93,104438,80,0.9297,5.2295,40.8008,214,0.2109,89,18135.468379178878,102851.35210908898
KB425000,CBCMP,F02WX.1,13,51,21,REAL,0.149,0.298,0.0042,0.298,447,1,269,189,1446,177,131067,54,0.9796,4.8658,70.6679,344,1.0,152,77039.24966221758,106035.43040174124
KB425000,CBCMP,F02WX.1,13,53,21,REAL,0.149,0.198,0.0068,0.198,330,1,1117,262,1366,150,108229,91,0.9976,7.8522,51.7056,407,0.875,225,-1888.8564963007534,108212.51619908107
KB425000,CBCMP,F02WX.1,13,55,21,REAL,0.298,0.248,0.0084,0.298,696,-1,4103,566,910,208,134020,107,1.0,8.3064,79.8165,663,1.0,494,-39183.65586694117,128163.96339416603
KB425000,CBCMP,F02WX.1,13,58,21,REAL,0.049,0.049,0.001,0.049,268,-1,1144,130,731,193,144611,182,1.0,9.6391,24.0478,232,1.0,139,-144522.90688605845,-5046.851117645358
KB425000,CBCMP,F02WX.1,13,59,99,REAL,0.149,0.049,0.0015,0.149,195,-1,1043,119,698,188,10951,268,1.0,5.387,42.3434,228,1.0,43,-382.1843883890858,-10944.328946686117
KB425000,CBCMP,F02WX.1,13,61,99,REAL,0.298,0.049,0.0004,0.298,181,-1,386,108,803,164,18312,302,1.0,8.8323,19.8836,176,1.0,47,9703.881566638443,-15529.456736816473
KB425000,CBCMP,F02WX.1,13,62,99,REAL,0.149,0.099,0.0022,0.149,284,-1,1381,150,700,208,32730,271,1.0,6.8548,37.4381,257,1.0,94,571.2172626922768,-32725.015062468687
KB425000,CBCMP,F02WX.1,13,63,21,REAL,0.099,0.099,0.0014,0.099,177,-1,1128,118,773,125,44763,312,1.0,8.2982,22.9058,191,1.0,89,29952.29333244155,-33265.39182284461
KB425000,CBCMP,F02WX.1,13,64,21,REAL,0.248,0.099,0.0019,0.248,189,-1,1144,128,743,141,53480,284,0.9901,4.5758,41.3547,189,1.0,-25,12937.982976670213,-51891.4154412403
KB425000,CBCMP,F02WX.1,13,69,21,REAL,0.149,0.298,0.0031,0.298,228,-1,1297,129,748,164,92447,281,1.0,6.0648,34.888,212,1.0,82,17639.719195575464,-90748.48822818618
KB425000,CBCMP,F02WX.1,13,105,21,REAL,0.149,0.149,0.0025,0.149,287,-1,1829,159,674,157,140780,304,1.0,9.0265,27.3655,248,1.0,164,78723.17695061177,-116711.90946429876
KB425000,CBCMP,F02WX.1,13,106,21,REAL,0.099,0.149,0.0019,0.149,279,-1,1761,175,709,149,140859,304,1.0,9.8623,25.7978,255,1.0,180,78767.35318998595,-116777.40343253061
KB425000,CBCMP,F02WX.1,13,108,21,REAL,0.049,0.049,0.0008,0.049,190,1,984,108,844,128,140546,271,1.0,9.1803,19.3204,178,1.0,99,2452.865915134395,-140524.59416345018
KB425000,CBCMP,F02WX.1,13,109,99,REAL,0.099,0.049,0.001,0.099,160,1,901,101,699,160,28869,351,1.0,6.4103,26.2785,221,0.9688,67,28513.57470464103,-4516.1065712464315
KB425000,CBCMP,F02WX.1,13,119,21,REAL,0.049,0.049,0.0002,0.049,159,-1,569,101,811,135,56699,19,1.0,11.5745,14.6572,169,1.0,129,53609.957717905665,18459.38878956633
KB425000,CBCMP,F02WX.1,13,120,21,REAL,0.049,0.049,0.0007,0.049,161,-1,1029,110,774,123,77724,165,0.9614,8.0828,21.1165,170,1.0,57,-75075.61892249154,20116.451461548342
KB425000,CBCMP,F02WX.1,13,124,21,REAL,0.099,0.248,0.0025,0.248,238,1,1495,105,826,219,74091,122,1.0,2.9054,87.963,255,1.0,-48,-39262.24820630238,62832.731492325765
KB425000,CBCMP,F02WX.1,13,127,21,REAL,0.099,0.149,0.0018,0.149,213,-1,1156,133,745,126,127468,100,1.0,7.747,25.3481,197,1.0,89,-22134.585910848273,125531.47466096013
KB425000,CBCMP,F02WX.1,13,129,21,REAL,0.347,0.347,0.01,0.347,273,-1,1805,230,824,117,136739,106,0.9829,5.9392,48.2021,286,1.0,190,-37690.37639706063,131441.9630409098
KB425000,CBCMP,F02WX.1,13,132,21,REAL,0.198,0.099,0.0007,0.198,86,-1,506,46,604,78,137583,92,1.0,7.3266,11.7464,86,1.0,53,-4801.577454820189,137499.18815376825
KB425000,CBCMP,F02WX.1,13,133,21,REAL,0.198,0.149,0.0021,0.198,242,-1,1318,175,746,113,137878,92,1.0,9.0356,26.6146,241,1.0,170,-4811.872806347426,137794.0084477389
KB425000,CBCMP,F02X7.1,10,9,21,REAL,0.049,0.099,0.0032,0.099,509,-1,3140,133,955,959,138502,356,1.0,3.9275,115.6251,455,1.0,57,138164.61608908616,-9661.411126508889
KB425000,CBCMP,F02X7.1,10,13,99,REAL,0.049,0.099,0.0009,0.099,182,-1,437,147,754,94,48858,259,1.0,8.7477,20.9404,187,0.5654,83,-9322.545896107216,-47960.34092888597
KB425000,CBCMP,F02X7.1,10,14,21,REAL,0.099,0.099,0.0038,0.099,369,1,962,209,1724,151,64437,308,1.0,8.6764,38.2356,332,1.0,222,39671.37848555946,-50777.048930156336
KB425000,CBCMP,F02X7.1,10,18,21,REAL,0.149,0.347,0.014,0.347,520,-1,2845,285,677,449,95176,258,1.0,3.9365,126.6765,499,1.0,78,-19788.203085271107,-93096.17604744068
KB425000,CBCMP,F02X7.1,10,21,21,REAL,0.198,0.149,0.0054,0.198,548,1,881,518,1988,136,100682,181,0.9237,9.0419,73.6625,667,0.6563,513,-100666.66564373579,-1757.143184918591
KB425000,CBCMP,F02X7.1,10,22,56,REAL,0.099,0.099,0.0007,0.099,83,1,380,40,1131,82,75105,181,1.0,6.0419,13.2511,81,1.0,14,-75093.56114472076,-1310.7629854721874
KB425000,CBCMP,F02X7.1,10,23,21,REAL,0.298,0.198,0.0148,0.298,665,1,1475,573,1522,114,105395,180,0.9908,7.9705,83.6093,666,0.5,485,-105395.0,1.290716493961353e-11
KB425000,CBCMP,F02X7.1,10,25,21,REAL,0.149,0.149,0.0007,0.149,101,1,539,57,1012,84,108957,180,1.0,8.6783,11.1935,98,1.0,67,-108957.0,1.3343384129469816e-11
KB425000,CBCMP,F02X7.1,10,26,21,REAL,0.745,0.795,0.0431,0.795,1320,1,7731,1259,1770,105,9534,357,1.0,6.9989,175.7977,1231,0.5313,1068,9520.933984350107,-498.9710068202316
KB425000,CBCMP,F02X7.1,10,27,21,REAL,0.695,0.845,0.0221,0.845,367,-1,2135,256,703,126,116537,171,1.0,3.5389,84.9617,301,0.7539,130,-115102.23614793556,18230.403252393397
KB425000,CBCMP,F02X7.1,10,29,99,REAL,0.049,0.099,0.0037,0.099,600,1,2709,253,1772,612,146053,9,0.9964,3.2895,111.2985,367,0.0264,-4,144254.84520894167,22847.72292252084
KB425000,CBCMP,F02X7.1,10,30,21,REAL,0.198,0.298,0.0017,0.298,106,1,614,39,1098,109,24963,83,1.0,5.0117,19.4511,98,1.0,28,3042.224419422697,24776.92958342232
KB425000,CBCMP,F02X7.1,10,31,56,REAL,0.248,0.198,0.0048,0.248,332,-1,1517,190,929,245,115809,159,0.9841,6.0193,49.2606,297,1.0,129,-108117.01561221444,41502.23386889167
KB425000,CBCMP,F02X7.1,10,33,21,REAL,0.745,0.745,0.0182,0.745,275,-1,1633,65,1137,272,114018,22,1.0,3.5642,66.9562,239,1.0,33,105715.64872999597,42711.89456809546
